Datetime,SMA2,RSI,BBANDS+σ,BBANDS-σ,MACD,class
2019-05-28 07:00,-0.246492074840893,0.752136093261758,1000.1303612950092,998.87219827435,-0.0002872123257619489,-1.0
2019-05-28 08:00,-0.051374765197612256,0.725751601251362,1000.0698297421857,999.0566695254987,-0.00015332819747911102,1.0
2019-05-28 09:00,-0.4257339052518305,0.929176591027105,999.6218449477093,997.3839536817057,0.00039855084548132504,-1.0
2019-05-28 10:00,0.1921533967732961,0.7063646094008718,1000.7214938132043,998.42894679679,0.00022925218915057952,-1.0
2019-05-28 11:00,0.10363996917316029,0.6845113847720101,1000.8857751706821,998.6550916411127,9.441384396288113e-05,1.0
2019-05-28 12:00,-0.18963114876510448,0.7888861199286544,1000.4241503251639,998.0385240413156,0.00029451756015981393,1.0
2019-05-28 13:00,-0.1906009220612781,0.8391946573484239,1000.3273340575927,997.7141815931486,0.0005192956649074391,1.0
2019-05-28 14:00,-0.12940823596916934,0.8642544789549264,1000.3945268280061,997.6315635659852,0.0006704776871346776,-1.0
2019-05-28 15:00,0.17658358361671958,0.7221165734077375,1001.0448682722415,998.5463764534968,0.0004430895871815028,-1.0
2019-05-28 16:00,0.35799817439040915,0.5770710908672615,1001.8268882289905,999.6591488295534,-3.611802201452724e-05,-1.0
2019-05-28 17:00,1.0455306084809406,0.34032977157657374,1005.6025920186541,1000.8318591605104,-0.0013465113644765528,1.0
2019-05-28 18:00,-0.35643859949184326,0.5955795325129445,1003.4804752791946,998.5427148108718,-0.001023816123210899,1.0
2019-05-28 19:00,-0.109996514352744,0.5934178692258569,1003.252804648342,998.4006554678757,-0.0008372883053389221,1.0
2019-05-28 20:00,-0.3709259889948014,0.6910195439390011,1002.2322027425425,997.3931073002038,-0.0003132508239790027,1.0
2019-05-28 21:00,-0.24230189390958762,0.7229641647441307,1001.9329355055082,997.0541792222134,7.788344568624267e-05,1.0
2019-05-28 22:00,-0.4540289961341494,0.8136000821972599,1001.0456103572698,995.8664410734099,0.0006904540972530889,-1.0
2019-05-28 23:00,-0.08106852910174353,0.7881309233355082,1001.3205911978691,996.0572615402328,0.0008451731231011152,-1.0
2019-05-29 00:00,0.0344749083728701,0.7645625622045799,1001.4601917594155,996.2545608698056,0.0007971705082853453,-1.0
2019-05-29 01:00,0.05542777172629034,0.7466147473951867,1001.6745225701637,996.3773570101607,0.0006817368274240289,-1.0
2019-05-29 02:00,0.03605207046564208,0.7388068819116154,1001.894794208324,996.5049737975818,0.0005733860124172201,-1.0
2019-05-29 03:00,0.31102830332809434,0.615711089811052,1002.0914696894589,998.7185994434774,0.00014102665049964402,-1.0
2019-05-29 04:00,0.5352225731096328,0.4849252738292843,1003.4680373693503,999.868906803548,-0.0005711610581088941,1.0
2019-05-29 05:00,0.05513640097256829,0.5384038263058304,1003.081129012242,999.5309196896578,-0.0007135184363389949,-1.0
2019-05-29 06:00,-0.04323931960226877,0.5655596926189183,1002.9370636991574,999.156942110191,-0.0006666444764763476,-1.0
2019-05-29 07:00,0.13527349939159763,0.5166189960053509,1003.4336708696392,999.250396443388,-0.0007881998296343366,1.0
2019-05-29 08:00,-0.06056036076665362,0.5683835098440184,1002.7564030755665,998.8228917877645,-0.0006756097107454562,-1.0
2019-05-29 09:00,0.11189995978676659,0.5212657819023045,1002.7894247494131,999.0758328463605,-0.0007464622063488379,-1.0
2019-05-29 10:00,0.03730137790181275,0.5212657819023044,1002.3616111684938,999.0333690164474,-0.0007387521102626338,1.0
2019-05-29 11:00,-0.33953257540223847,0.6959637460114092,1000.8801736833107,998.1697075518446,-0.00027896720709325035,-1.0
2019-05-29 12:00,-0.09557313313205432,0.6875170709090851,1000.3841238276849,998.5390180642078,-7.978052412098762e-05,-1.0
2019-05-29 13:00,0.34678531301641385,0.5315796797724802,1001.2689981208473,999.645257395073,-0.00043495508082367626,1.0
2019-05-29 14:00,0.04514173556817315,0.5673772007088418,1001.0519754026296,999.4605335134405,-0.00048737015930436185,-1.0
2019-05-29 15:00,0.5617818628736408,0.406922390126633,1003.0959626307125,1000.3175485227372,-0.0011336112638583324,-1.0
2019-05-29 16:00,0.5052028971831134,0.34357681853203814,1004.4400298303761,1000.2745775064008,-0.0017403849532360196,1.0
2019-05-29 17:00,-0.06988797579793932,0.4576319805711377,1003.7432127846533,999.1629329990535,-0.0016362924433297496,1.0
2019-05-29 18:00,-0.07181129142574487,0.48009873376532963,1003.4553819424541,998.7490507403118,-0.001446487303665355,1.0
2019-05-29 19:00,-0.5128945177534672,0.6714267504899831,1001.9504567287081,997.2805767517242,-0.0007047493645687325,-1.0
2019-05-29 20:00,-0.15332421518607883,0.6653097504728576,1001.9607106277475,997.3284202091755,-0.00035765692599887353,1.0
2019-05-29 21:00,-0.3415546606624231,0.7600050780491816,1000.9363524340356,996.5262868435692,0.00016056011165201963,-1.0
2019-05-29 22:00,0.46774719552400745,0.5736970177183002,1002.1900431018529,998.3363005291252,-0.0003046031249542347,-1.0
2019-05-29 23:00,0.37654223700167466,0.5195151353580897,1002.6967137167162,998.8251347336452,-0.0007583116359949381,-1.0
2019-05-30 00:00,0.44346515379243084,0.45062815505050746,1003.4688342118494,999.4002679684565,-0.0012986315389633958,1.0
2019-05-30 01:00,-0.3990746438345703,0.6291193533358428,1001.8658421667848,997.8141282106393,-0.000821969890167344,1.0
